Protein,AUC,Index,Model,T,Onset,Scale,MaxFlag
PDZD2,0.811,54,LR,2,_first_onset,,NA
IGFBP6,0.822,55,LR,2,_first_onset,,NA
PPFIA1,0.813,56,LR,2,_first_onset,,NA
TRAK1,0.85,57,LR,2,_first_onset,,NA
MYBPC2,0.845,58,LR,2,_first_onset,,NA
STX4,0.846,59,LR,2,_first_onset,,NA
KISS1,0.852,60,LR,2,_first_onset,,NA
TXLNB,0.849,61,LR,2,_first_onset,,NA
STRN,0.854,62,LR,2,_first_onset,,NA
RBFOX3,0.851,63,LR,2,_first_onset,,NA
CCK,0.849,64,LR,2,_first_onset,,NA
PHOSPHO1,0.854,65,LR,2,_first_onset,,NA
MYH9,0.854,66,LR,2,_first_onset,,NA
MTSS1,0.853,67,LR,2,_first_onset,,NA
SYNM,0.852,68,LR,2,_first_onset,,NA
TRAFD1,0.843,69,LR,2,_first_onset,,NA
MAP4K1,0.828,70,LR,2,_first_onset,,NA
IFT172,0.819,71,LR,2,_first_onset,,NA
MSANTD3,0.819,72,LR,2,_first_onset,,NA
CA3,0.827,73,LR,2,_first_onset,,NA
MELTF,0.828,74,LR,2,_first_onset,,NA
MYOM2,0.833,75,LR,2,_first_onset,,NA
MYBPH,0.821,76,LR,2,_first_onset,,NA
TNNI3,0.821,77,LR,2,_first_onset,,NA
CD276,0.807,78,LR,2,_first_onset,,NA
DCTN2,0.815,79,LR,2,_first_onset,,NA
ITGB2,0.8,80,LR,2,_first_onset,,NA
ITGAM,0.801,81,LR,2,_first_onset,,NA
MSTN,0.815,82,LR,2,_first_onset,,NA
UNC45A,0.815,83,LR,2,_first_onset,,NA
ELAVL4,0.822,84,LR,2,_first_onset,,NA
WASF3,0.829,85,LR,2,_first_onset,,NA
IGFL3,0.831,86,LR,2,_first_onset,,NA
PPFIA4,0.833,87,LR,2,_first_onset,,NA
CD38,0.831,88,LR,2,_first_onset,,NA
PBXIP1,0.829,89,LR,2,_first_onset,,NA
ITGAV,0.828,90,LR,2,_first_onset,,NA
GFAP,0.825,91,LR,2,_first_onset,,NA
OTUD4,0.839,92,LR,2,_first_onset,,NA
RBP2,0.844,93,LR,2,_first_onset,,NA
IL32,0.833,94,LR,2,_first_onset,,NA
COMP,0.834,95,LR,2,_first_onset,,NA
AFAP1L1,0.843,96,LR,2,_first_onset,,NA
APOA4,0.84,97,LR,2,_first_onset,,NA
MEGF10,0.836,98,LR,2,_first_onset,,NA
ANKRD2,0.822,99,LR,2,_first_onset,,NA
TNFRSF12A,0.826,100,LR,2,_first_onset,,NA
CSRP3,0.816,101,LR,2,_first_onset,,NA
JCAD,0.81,102,LR,2,_first_onset,,NA
ADAMTSL5,0.81,103,LR,2,_first_onset,,NA
CCN3,0.797,104,LR,2,_first_onset,,NA
MMP3,0.801,105,LR,2,_first_onset,,NA
EZR,0.796,106,LR,2,_first_onset,,NA
KLHL41,0.786,107,LR,2,_first_onset,,NA
IQGAP2,0.78,108,LR,2,_first_onset,,NA
CORO6,0.776,109,LR,2,_first_onset,,NA
SMTN,0.763,110,LR,2,_first_onset,,NA
CELSR2,0.76,111,LR,2,_first_onset,,NA
MYH1,0.752,112,LR,2,_first_onset,,NA
TRAF2,0.754,113,LR,2,_first_onset,,NA
IRAG2,0.761,114,LR,2,_first_onset,,NA
RGMA,0.765,115,LR,2,_first_onset,,NA
NOS1,0.761,116,LR,2,_first_onset,,NA
CA14,0.763,117,LR,2,_first_onset,,NA
SORBS1,0.75,118,LR,2,_first_onset,,NA
KRI1,0.759,119,LR,2,_first_onset,,NA
PPY,0.755,120,LR,2,_first_onset,,NA
IDI2,0.757,121,LR,2,_first_onset,,NA
MYL11,0.747,122,LR,2,_first_onset,,NA
MYL1,0.733,123,LR,2,_first_onset,,NA
FGFBP1,0.739,124,LR,2,_first_onset,,NA
SIKE1,0.732,125,LR,2,_first_onset,,NA
SERPINB8,0.708,126,LR,2,_first_onset,,NA
EIF2AK3,0.701,127,LR,2,_first_onset,,NA
THBS4,0.7,128,LR,2,_first_onset,,NA
ALDH3A1,0.684,129,LR,2,_first_onset,,NA
CMYA5,0.667,130,LR,2,_first_onset,,NA
SDCCAG8,0.67,131,LR,2,_first_onset,,NA
COL6A3,0.655,132,LR,2,_first_onset,,NA
PRKN,0.629,133,LR,2,_first_onset,,NA
FABP2,0.615,134,LR,2,_first_onset,,NA
HSPB6,0.613,135,LR,2,_first_onset,,NA
SPINK7,0.605,136,LR,2,_first_onset,,NA
ENDOU,0.588,137,LR,2,_first_onset,,NA
NEFL,0.675,1,LR,3,_first_onset,,NA
CALCA,0.748,2,LR,3,_first_onset,,NA
DUSP29,0.784,3,LR,3,_first_onset,,NA
CD38,0.803,4,LR,3,_first_onset,,NA
MYH1,0.814,5,LR,3,_first_onset,,NA
NOS1,0.821,6,LR,3,_first_onset,,NA
ACTN2,0.835,7,LR,3,_first_onset,,NA
ITGB6,0.849,8,LR,3,_first_onset,,NA
NFAT5,0.858,9,LR,3,_first_onset,,NA
DTNB,0.87,10,LR,3,_first_onset,,NA
TRAK1,0.876,11,LR,3,_first_onset,,NA
NGRN,0.88,12,LR,3,_first_onset,,NA
TNNC1,0.883,13,LR,3,_first_onset,,NA
CLEC4G,0.886,14,LR,3,_first_onset,,NA
MSANTD3,0.889,15,LR,3,_first_onset,,NA
NDE1,0.891,16,LR,3,_first_onset,,NA
IGFL3,0.894,17,LR,3,_first_onset,,NA
ENPP5,0.894,18,LR,3,_first_onset,,NA
TNNI3,0.894,19,LR,3,_first_onset,,NA
HS6ST2,0.893,20,LR,3,_first_onset,,NA
EIF2AK3,0.892,21,LR,3,_first_onset,,NA
SPINK7,0.893,22,LR,3,_first_onset,,NA
PACSIN3,0.893,23,LR,3,_first_onset,,NA
MYBPC2,0.894,24,LR,3,_first_onset,,NA
MOCS3,0.894,25,LR,3,_first_onset,,NA
CCK,0.894,26,LR,3,_first_onset,,NA
PPFIA1,0.896,27,LR,3,_first_onset,,NA
NEB,0.895,28,LR,3,_first_onset,,NA
AFAP1L1,0.898,29,LR,3,_first_onset,,NA
SAV1,0.9,30,LR,3,_first_onset,,NA
KIFC3,0.9,31,LR,3,_first_onset,,NA
MYL5,0.901,32,LR,3,_first_onset,,NA
MPHOSPH9,0.901,33,LR,3,_first_onset,,NA
MAP3K5,0.903,34,LR,3,_first_onset,,MAX
ITGAV,0.903,35,LR,3,_first_onset,,MAX
MYBPH,0.902,36,LR,3,_first_onset,,NA
KLK4,0.901,37,LR,3,_first_onset,,NA
FABP2,0.901,38,LR,3,_first_onset,,NA
MAP4K1,0.897,39,LR,3,_first_onset,,NA
RAD51AP2,0.893,40,LR,3,_first_onset,,NA
MTSS1,0.894,41,LR,3,_first_onset,,NA
TRAFD1,0.892,42,LR,3,_first_onset,,NA
DMD,0.888,43,LR,3,_first_onset,,NA
OTUD4,0.886,44,LR,3,_first_onset,,NA
DCTN2,0.88,45,LR,3,_first_onset,,NA
PTGES2,0.877,46,LR,3,_first_onset,,NA
PHOSPHO1,0.874,47,LR,3,_first_onset,,NA
PRKN,0.88,48,LR,3,_first_onset,,NA
MSTN,0.879,49,LR,3,_first_onset,,NA
PPP6R2,0.874,50,LR,3,_first_onset,,NA
HPCAL4,0.86,51,LR,3,_first_onset,,NA
CELSR2,0.854,52,LR,3,_first_onset,,NA
PBXIP1,0.846,53,LR,3,_first_onset,,NA
CAP2,0.827,54,LR,3,_first_onset,,NA
IGFBP6,0.843,55,LR,3,_first_onset,,NA
SORBS1,0.841,56,LR,3,_first_onset,,NA
KRI1,0.833,57,LR,3,_first_onset,,NA
MYH9,0.829,58,LR,3,_first_onset,,NA
OGN,0.829,59,LR,3,_first_onset,,NA
WWP1,0.828,60,LR,3,_first_onset,,NA
TXLNB,0.787,61,LR,3,_first_onset,,NA
CRTAC1,0.787,62,LR,3,_first_onset,,NA
PDZD2,0.772,63,LR,3,_first_onset,,NA
MMP3,0.773,64,LR,3,_first_onset,,NA
CALCB,0.762,65,LR,3,_first_onset,,NA
PPFIA4,0.733,66,LR,3,_first_onset,,NA
CD276,0.732,67,LR,3,_first_onset,,NA
JCAD,0.757,68,LR,3,_first_onset,,NA
ITGAM,0.749,69,LR,3,_first_onset,,NA
STRN,0.738,70,LR,3,_first_onset,,NA
CORO6,0.737,71,LR,3,_first_onset,,NA
TAX1BP1,0.756,72,LR,3,_first_onset,,NA
COMP,0.742,73,LR,3,_first_onset,,NA
GFAP,0.735,74,LR,3,_first_onset,,NA
ADAM12,0.741,75,LR,3,_first_onset,,NA
ANKRD2,0.738,76,LR,3,_first_onset,,NA
PPFIBP1,0.736,77,LR,3,_first_onset,,NA
USP28,0.731,78,LR,3,_first_onset,,NA
ITGB2,0.729,79,LR,3,_first_onset,,NA
EDA2R,0.735,80,LR,3,_first_onset,,NA
SDCCAG8,0.729,81,LR,3,_first_onset,,NA
CA3,0.711,82,LR,3,_first_onset,,NA
MELTF,0.719,83,LR,3,_first_onset,,NA
ELAVL4,0.725,84,LR,3,_first_onset,,NA
EZR,0.709,85,LR,3,_first_onset,,NA
POSTN,0.71,86,LR,3,_first_onset,,NA
KLHL41,0.731,87,LR,3,_first_onset,,NA
UNC45A,0.747,88,LR,3,_first_onset,,NA
FABP3,0.739,89,LR,3,_first_onset,,NA
SERPINB8,0.744,90,LR,3,_first_onset,,NA
GOLGA4,0.75,91,LR,3,_first_onset,,NA
TTN,0.753,92,LR,3,_first_onset,,NA
CCN3,0.74,93,LR,3,_first_onset,,NA
EPHA1,0.75,94,LR,3,_first_onset,,NA
IRAG2,0.743,95,LR,3,_first_onset,,NA
CSRP3,0.756,96,LR,3,_first_onset,,NA
MYOC,0.751,97,LR,3,_first_onset,,NA
CAPN3,0.754,98,LR,3,_first_onset,,NA
IL32,0.746,99,LR,3,_first_onset,,NA
TRAF2,0.743,100,LR,3,_first_onset,,NA
MYBPC1,0.736,101,LR,3,_first_onset,,NA
APOA4,0.716,102,LR,3,_first_onset,,NA
PPY,0.701,103,LR,3,_first_onset,,NA
SYNM,0.711,104,LR,3,_first_onset,,NA
IFT172,0.709,105,LR,3,_first_onset,,NA
KLK8,0.708,106,LR,3,_first_onset,,NA
MYL3,0.721,107,LR,3,_first_onset,,NA
RBFOX3,0.715,108,LR,3,_first_onset,,NA
KISS1,0.715,109,LR,3,_first_onset,,NA
ART3,0.719,110,LR,3,_first_onset,,NA
RBP2,0.721,111,LR,3,_first_onset,,NA
HSPB6,0.719,112,LR,3,_first_onset,,NA
MYL11,0.711,113,LR,3,_first_onset,,NA
MYOM2,0.7,114,LR,3,_first_onset,,NA
MYOM3,0.733,115,LR,3,_first_onset,,NA
STX4,0.73,116,LR,3,_first_onset,,NA
PRND,0.728,117,LR,3,_first_onset,,NA
CMYA5,0.738,118,LR,3,_first_onset,,NA
RGMA,0.73,119,LR,3,_first_onset,,NA
KLK15,0.737,120,LR,3,_first_onset,,NA
ALDH3A1,0.723,121,LR,3,_first_onset,,NA
ENDOU,0.714,122,LR,3,_first_onset,,NA
CALCOCO1,0.704,123,LR,3,_first_onset,,NA
IDI2,0.707,124,LR,3,_first_onset,,NA
THBS4,0.703,125,LR,3,_first_onset,,NA
FYCO1,0.691,126,LR,3,_first_onset,,NA
FGFBP1,0.687,127,LR,3,_first_onset,,NA
CA14,0.693,128,LR,3,_first_onset,,NA
WASF3,0.678,129,LR,3,_first_onset,,NA
MEGF10,0.666,130,LR,3,_first_onset,,NA
SIKE1,0.634,131,LR,3,_first_onset,,NA
COL6A3,0.627,132,LR,3,_first_onset,,NA
SMTN,0.618,133,LR,3,_first_onset,,NA
IQGAP2,0.588,134,LR,3,_first_onset,,NA
MYL1,0.599,135,LR,3,_first_onset,,NA
TNFRSF12A,0.574,136,LR,3,_first_onset,,NA
ADAMTSL5,0.549,137,LR,3,_first_onset,,NA
NEFL,0.712,1,LR,5,_first_onset,,NA
DUSP29,0.773,2,LR,5,_first_onset,,NA
SERPINB8,0.81,3,LR,5,_first_onset,,NA
CD38,0.823,4,LR,5,_first_onset,,NA
CALCA,0.857,5,LR,5,_first_onset,,NA
SPINK7,0.873,6,LR,5,_first_onset,,NA
HS6ST2,0.875,7,LR,5,_first_onset,,NA
IRAG2,0.88,8,LR,5,_first_onset,,NA
MYH9,0.88,9,LR,5,_first_onset,,NA
STRN,0.881,10,LR,5,_first_onset,,NA
DMD,0.885,11,LR,5,_first_onset,,NA
WWP1,0.886,12,LR,5,_first_onset,,NA
KLK15,0.887,13,LR,5,_first_onset,,NA
IFT172,0.886,14,LR,5,_first_onset,,NA
CALCOCO1,0.886,15,LR,5,_first_onset,,NA
KLHL41,0.886,16,LR,5,_first_onset,,NA
MYBPH,0.888,17,LR,5,_first_onset,,NA
RBP2,0.89,18,LR,5,_first_onset,,NA
MYL11,0.89,19,LR,5,_first_onset,,NA
MYL5,0.891,20,LR,5,_first_onset,,NA
DCTN2,0.891,21,LR,5,_first_onset,,NA
TNNI3,0.894,22,LR,5,_first_onset,,NA
NDE1,0.893,23,LR,5,_first_onset,,NA
MSANTD3,0.895,24,LR,5,_first_onset,,NA
ITGAV,0.897,25,LR,5,_first_onset,,MAX
OTUD4,0.895,26,LR,5,_first_onset,,NA
ADAM12,0.894,27,LR,5,_first_onset,,NA
MYOM2,0.891,28,LR,5,_first_onset,,NA
MYL1,0.889,29,LR,5,_first_onset,,NA
PPY,0.885,30,LR,5,_first_onset,,NA
SIKE1,0.88,31,LR,5,_first_onset,,NA
APOA4,0.88,32,LR,5,_first_onset,,NA
KRI1,0.883,33,LR,5,_first_onset,,NA
STX4,0.882,34,LR,5,_first_onset,,NA
PBXIP1,0.882,35,LR,5,_first_onset,,NA
EIF2AK3,0.88,36,LR,5,_first_onset,,NA
GOLGA4,0.877,37,LR,5,_first_onset,,NA
IQGAP2,0.874,38,LR,5,_first_onset,,NA
KISS1,0.87,39,LR,5,_first_onset,,NA
SDCCAG8,0.863,40,LR,5,_first_onset,,NA
MSTN,0.86,41,LR,5,_first_onset,,NA
MAP4K1,0.857,42,LR,5,_first_onset,,NA
PTGES2,0.853,43,LR,5,_first_onset,,NA
PPFIBP1,0.842,44,LR,5,_first_onset,,NA
CAP2,0.831,45,LR,5,_first_onset,,NA
MPHOSPH9,0.806,46,LR,5,_first_onset,,NA
FYCO1,0.807,47,LR,5,_first_onset,,NA
DTNB,0.771,48,LR,5,_first_onset,,NA
SMTN,0.774,49,LR,5,_first_onset,,NA
HPCAL4,0.774,50,LR,5,_first_onset,,NA
PPP6R2,0.768,51,LR,5,_first_onset,,NA
MEGF10,0.754,52,LR,5,_first_onset,,NA
FABP3,0.737,53,LR,5,_first_onset,,NA
PRKN,0.735,54,LR,5,_first_onset,,NA
POSTN,0.748,55,LR,5,_first_onset,,NA
RGMA,0.748,56,LR,5,_first_onset,,NA
FGFBP1,0.764,57,LR,5,_first_onset,,NA
CELSR2,0.745,58,LR,5,_first_onset,,NA
NEB,0.727,59,LR,5,_first_onset,,NA
CORO6,0.725,60,LR,5,_first_onset,,NA
ALDH3A1,0.722,61,LR,5,_first_onset,,NA
EPHA1,0.732,62,LR,5,_first_onset,,NA
ELAVL4,0.727,63,LR,5,_first_onset,,NA
WASF3,0.737,64,LR,5,_first_onset,,NA
MYH1,0.734,65,LR,5,_first_onset,,NA
ACTN2,0.742,66,LR,5,_first_onset,,NA
ENPP5,0.742,67,LR,5,_first_onset,,NA
MYBPC1,0.731,68,LR,5,_first_onset,,NA
PPFIA4,0.732,69,LR,5,_first_onset,,NA
UNC45A,0.723,70,LR,5,_first_onset,,NA
CRTAC1,0.722,71,LR,5,_first_onset,,NA
NOS1,0.713,72,LR,5,_first_onset,,NA
ART3,0.707,73,LR,5,_first_onset,,NA
ANKRD2,0.702,74,LR,5,_first_onset,,NA
CSRP3,0.687,75,LR,5,_first_onset,,NA
NGRN,0.695,76,LR,5,_first_onset,,NA
TNNC1,0.706,77,LR,5,_first_onset,,NA
ITGAM,0.727,78,LR,5,_first_onset,,NA
CAPN3,0.723,79,LR,5,_first_onset,,NA
TXLNB,0.708,80,LR,5,_first_onset,,NA
IGFL3,0.712,81,LR,5,_first_onset,,NA
TNFRSF12A,0.727,82,LR,5,_first_onset,,NA
KIFC3,0.714,83,LR,5,_first_onset,,NA
CCK,0.697,84,LR,5,_first_onset,,NA
CALCB,0.685,85,LR,5,_first_onset,,NA
PHOSPHO1,0.683,86,LR,5,_first_onset,,NA
MELTF,0.699,87,LR,5,_first_onset,,NA
MYOM3,0.69,88,LR,5,_first_onset,,NA
CD276,0.688,89,LR,5,_first_onset,,NA
RAD51AP2,0.676,90,LR,5,_first_onset,,NA
CA3,0.667,91,LR,5,_first_onset,,NA
IDI2,0.654,92,LR,5,_first_onset,,NA
CLEC4G,0.655,93,LR,5,_first_onset,,NA
AFAP1L1,0.679,94,LR,5,_first_onset,,NA
ITGB2,0.67,95,LR,5,_first_onset,,NA
MAP3K5,0.662,96,LR,5,_first_onset,,NA
COMP,0.671,97,LR,5,_first_onset,,NA
PPFIA1,0.678,98,LR,5,_first_onset,,NA
TRAF2,0.678,99,LR,5,_first_onset,,NA
THBS4,0.673,100,LR,5,_first_onset,,NA
SYNM,0.673,101,LR,5,_first_onset,,NA
COL6A3,0.665,102,LR,5,_first_onset,,NA
NFAT5,0.645,103,LR,5,_first_onset,,NA
PACSIN3,0.663,104,LR,5,_first_onset,,NA
RBFOX3,0.666,105,LR,5,_first_onset,,NA
CA14,0.668,106,LR,5,_first_onset,,NA
GFAP,0.661,107,LR,5,_first_onset,,NA
ADAMTSL5,0.675,108,LR,5,_first_onset,,NA
EDA2R,0.667,109,LR,5,_first_onset,,NA
IL32,0.669,110,LR,5,_first_onset,,NA
MMP3,0.668,111,LR,5,_first_onset,,NA
SAV1,0.671,112,LR,5,_first_onset,,NA
PDZD2,0.678,113,LR,5,_first_onset,,NA
TTN,0.67,114,LR,5,_first_onset,,NA
MTSS1,0.677,115,LR,5,_first_onset,,NA
IGFBP6,0.702,116,LR,5,_first_onset,,NA
KLK4,0.72,117,LR,5,_first_onset,,NA
EZR,0.698,118,LR,5,_first_onset,,NA
CCN3,0.689,119,LR,5,_first_onset,,NA
FABP2,0.693,120,LR,5,_first_onset,,NA
MOCS3,0.697,121,LR,5,_first_onset,,NA
SORBS1,0.711,122,LR,5,_first_onset,,NA
JCAD,0.695,123,LR,5,_first_onset,,NA
MYL3,0.671,124,LR,5,_first_onset,,NA
OGN,0.681,125,LR,5,_first_onset,,NA
TRAFD1,0.689,126,LR,5,_first_onset,,NA
PRND,0.671,127,LR,5,_first_onset,,NA
USP28,0.661,128,LR,5,_first_onset,,NA
MYBPC2,0.658,129,LR,5,_first_onset,,NA
MYOC,0.658,130,LR,5,_first_onset,,NA
KLK8,0.66,131,LR,5,_first_onset,,NA
TRAK1,0.63,132,LR,5,_first_onset,,NA
ENDOU,0.609,133,LR,5,_first_onset,,NA
CMYA5,0.596,134,LR,5,_first_onset,,NA
HSPB6,0.587,135,LR,5,_first_onset,,NA
ITGB6,0.538,136,LR,5,_first_onset,,NA
TAX1BP1,0.507,137,LR,5,_first_onset,,NA
NEFL,0.818,1,Boosting,0.5,_first_onset,,NA
CD38,0.893,2,Boosting,0.5,_first_onset,,NA
KIFC3,0.918,3,Boosting,0.5,_first_onset,,NA
CMYA5,0.927,4,Boosting,0.5,_first_onset,,NA
IRAG2,0.936,5,Boosting,0.5,_first_onset,,NA
IQGAP2,0.947,6,Boosting,0.5,_first_onset,,NA
IFT172,0.95,7,Boosting,0.5,_first_onset,,NA
MYH9,0.95,8,Boosting,0.5,_first_onset,,NA
MMP3,0.951,9,Boosting,0.5,_first_onset,,NA
MYL3,0.95,10,Boosting,0.5,_first_onset,,NA
HSPB6,0.956,11,Boosting,0.5,_first_onset,,NA
PBXIP1,0.957,12,Boosting,0.5,_first_onset,,NA
FABP2,0.961,13,Boosting,0.5,_first_onset,,NA
MYH1,0.964,14,Boosting,0.5,_first_onset,,MAX
AFAP1L1,0.958,15,Boosting,0.5,_first_onset,,NA
SMTN,0.955,16,Boosting,0.5,_first_onset,,NA
STRN,0.955,17,Boosting,0.5,_first_onset,,NA
CA14,0.952,18,Boosting,0.5,_first_onset,,NA
MYBPC2,0.956,19,Boosting,0.5,_first_onset,,NA
CALCOCO1,0.955,20,Boosting,0.5,_first_onset,,NA
RBFOX3,0.955,21,Boosting,0.5,_first_onset,,NA
PPFIA4,0.954,22,Boosting,0.5,_first_onset,,NA
CAP2,0.955,23,Boosting,0.5,_first_onset,,NA
MYBPH,0.955,24,Boosting,0.5,_first_onset,,NA
SYNM,0.952,25,Boosting,0.5,_first_onset,,NA
EDA2R,0.948,26,Boosting,0.5,_first_onset,,NA
ITGAM,0.943,27,Boosting,0.5,_first_onset,,NA
IGFBP6,0.948,28,Boosting,0.5,_first_onset,,NA
FYCO1,0.943,29,Boosting,0.5,_first_onset,,NA
CA3,0.944,30,Boosting,0.5,_first_onset,,NA
DMD,0.942,31,Boosting,0.5,_first_onset,,NA
MPHOSPH9,0.941,32,Boosting,0.5,_first_onset,,NA
ELAVL4,0.941,33,Boosting,0.5,_first_onset,,NA
SAV1,0.939,34,Boosting,0.5,_first_onset,,NA
NEB,0.941,35,Boosting,0.5,_first_onset,,NA
MTSS1,0.939,36,Boosting,0.5,_first_onset,,NA
CORO6,0.939,37,Boosting,0.5,_first_onset,,NA
OGN,0.935,38,Boosting,0.5,_first_onset,,NA
PDZD2,0.933,39,Boosting,0.5,_first_onset,,NA
CLEC4G,0.931,40,Boosting,0.5,_first_onset,,NA
SPINK7,0.929,41,Boosting,0.5,_first_onset,,NA
TNNI3,0.928,42,Boosting,0.5,_first_onset,,NA
MYOC,0.923,43,Boosting,0.5,_first_onset,,NA
TRAFD1,0.923,44,Boosting,0.5,_first_onset,,NA
PPFIA1,0.923,45,Boosting,0.5,_first_onset,,NA
ENPP5,0.919,46,Boosting,0.5,_first_onset,,NA
MYBPC1,0.918,47,Boosting,0.5,_first_onset,,NA
KISS1,0.917,48,Boosting,0.5,_first_onset,,NA
TNFRSF12A,0.917,49,Boosting,0.5,_first_onset,,NA
UNC45A,0.912,50,Boosting,0.5,_first_onset,,NA
DUSP29,0.914,51,Boosting,0.5,_first_onset,,NA
PPY,0.915,52,Boosting,0.5,_first_onset,,NA
ART3,0.905,53,Boosting,0.5,_first_onset,,NA
PTGES2,0.904,54,Boosting,0.5,_first_onset,,NA
ALDH3A1,0.903,55,Boosting,0.5,_first_onset,,NA
FABP3,0.907,56,Boosting,0.5,_first_onset,,NA
CAPN3,0.905,57,Boosting,0.5,_first_onset,,NA
PPFIBP1,0.909,58,Boosting,0.5,_first_onset,,NA
PPP6R2,0.906,59,Boosting,0.5,_first_onset,,NA
RBP2,0.906,60,Boosting,0.5,_first_onset,,NA
TNNC1,0.903,61,Boosting,0.5,_first_onset,,NA
MYL5,0.898,62,Boosting,0.5,_first_onset,,NA
DCTN2,0.897,63,Boosting,0.5,_first_onset,,NA
IL32,0.898,64,Boosting,0.5,_first_onset,,NA
MEGF10,0.889,65,Boosting,0.5,_first_onset,,NA
NDE1,0.891,66,Boosting,0.5,_first_onset,,NA
KLK15,0.882,67,Boosting,0.5,_first_onset,,NA
GFAP,0.884,68,Boosting,0.5,_first_onset,,NA
ITGB6,0.878,69,Boosting,0.5,_first_onset,,NA
PHOSPHO1,0.88,70,Boosting,0.5,_first_onset,,NA
SIKE1,0.879,71,Boosting,0.5,_first_onset,,NA
STX4,0.885,72,Boosting,0.5,_first_onset,,NA
SDCCAG8,0.883,73,Boosting,0.5,_first_onset,,NA
ACTN2,0.881,74,Boosting,0.5,_first_onset,,NA
POSTN,0.88,75,Boosting,0.5,_first_onset,,NA
FGFBP1,0.877,76,Boosting,0.5,_first_onset,,NA
EIF2AK3,0.881,77,Boosting,0.5,_first_onset,,NA
EZR,0.873,78,Boosting,0.5,_first_onset,,NA
TAX1BP1,0.876,79,Boosting,0.5,_first_onset,,NA
MSANTD3,0.866,80,Boosting,0.5,_first_onset,,NA
ANKRD2,0.864,81,Boosting,0.5,_first_onset,,NA
CSRP3,0.863,82,Boosting,0.5,_first_onset,,NA
KLK8,0.857,83,Boosting,0.5,_first_onset,,NA
ITGAV,0.858,84,Boosting,0.5,_first_onset,,NA
EPHA1,0.862,85,Boosting,0.5,_first_onset,,NA
WASF3,0.856,86,Boosting,0.5,_first_onset,,NA
RGMA,0.86,87,Boosting,0.5,_first_onset,,NA
ADAMTSL5,0.866,88,Boosting,0.5,_first_onset,,NA
HPCAL4,0.861,89,Boosting,0.5,_first_onset,,NA
MYL1,0.863,90,Boosting,0.5,_first_onset,,NA
COMP,0.865,91,Boosting,0.5,_first_onset,,NA
KLHL41,0.862,92,Boosting,0.5,_first_onset,,NA
HS6ST2,0.86,93,Boosting,0.5,_first_onset,,NA
TXLNB,0.864,94,Boosting,0.5,_first_onset,,NA
TRAK1,0.859,95,Boosting,0.5,_first_onset,,NA
MYOM3,0.853,96,Boosting,0.5,_first_onset,,NA
NOS1,0.86,97,Boosting,0.5,_first_onset,,NA
COL6A3,0.862,98,Boosting,0.5,_first_onset,,NA
ENDOU,0.863,99,Boosting,0.5,_first_onset,,NA
MOCS3,0.853,100,Boosting,0.5,_first_onset,,NA
ITGB2,0.852,101,Boosting,0.5,_first_onset,,NA
CD276,0.849,102,Boosting,0.5,_first_onset,,NA
DTNB,0.848,103,Boosting,0.5,_first_onset,,NA
KLK4,0.847,104,Boosting,0.5,_first_onset,,NA
NFAT5,0.847,105,Boosting,0.5,_first_onset,,NA
MAP3K5,0.845,106,Boosting,0.5,_first_onset,,NA
CALCB,0.839,107,Boosting,0.5,_first_onset,,NA
IGFL3,0.837,108,Boosting,0.5,_first_onset,,NA
SORBS1,0.832,109,Boosting,0.5,_first_onset,,NA
MYL11,0.829,110,Boosting,0.5,_first_onset,,NA
PACSIN3,0.824,111,Boosting,0.5,_first_onset,,NA
NGRN,0.828,112,Boosting,0.5,_first_onset,,NA
OTUD4,0.827,113,Boosting,0.5,_first_onset,,NA
MYOM2,0.824,114,Boosting,0.5,_first_onset,,NA
MAP4K1,0.828,115,Boosting,0.5,_first_onset,,NA
MELTF,0.827,116,Boosting,0.5,_first_onset,,NA
PRKN,0.822,117,Boosting,0.5,_first_onset,,NA
WWP1,0.818,118,Boosting,0.5,_first_onset,,NA
TTN,0.819,119,Boosting,0.5,_first_onset,,NA
IDI2,0.816,120,Boosting,0.5,_first_onset,,NA
PRND,0.816,121,Boosting,0.5,_first_onset,,NA
CCK,0.821,122,Boosting,0.5,_first_onset,,NA
USP28,0.819,123,Boosting,0.5,_first_onset,,NA
CALCA,0.807,124,Boosting,0.5,_first_onset,,NA
GOLGA4,0.812,125,Boosting,0.5,_first_onset,,NA
APOA4,0.805,126,Boosting,0.5,_first_onset,,NA
KRI1,0.803,127,Boosting,0.5,_first_onset,,NA
CELSR2,0.802,128,Boosting,0.5,_first_onset,,NA
RAD51AP2,0.803,129,Boosting,0.5,_first_onset,,NA
CCN3,0.791,130,Boosting,0.5,_first_onset,,NA
MSTN,0.795,131,Boosting,0.5,_first_onset,,NA
JCAD,0.799,132,Boosting,0.5,_first_onset,,NA
SERPINB8,0.798,133,Boosting,0.5,_first_onset,,NA
TRAF2,0.792,134,Boosting,0.5,_first_onset,,NA
CRTAC1,0.789,135,Boosting,0.5,_first_onset,,NA
THBS4,0.787,136,Boosting,0.5,_first_onset,,NA
ADAM12,0.779,137,Boosting,0.5,_first_onset,,NA
NEFL,0.768,1,Boosting,1,_first_onset,,NA
CLEC4G,0.853,2,Boosting,1,_first_onset,,NA
CA3,0.891,3,Boosting,1,_first_onset,,NA
NDE1,0.901,4,Boosting,1,_first_onset,,NA
FABP3,0.909,5,Boosting,1,_first_onset,,NA
